Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2017-04-11,33.04,33.08,32.635,32.92,18945836.0,0.0,1.0,31.04896132953438,31.086550871095557,30.668367221227435,30.936192704850843,18945836.0
2017-04-10,32.96,33.22,32.87,33.01,14824148.0,0.0,1.0,30.97378224641202,31.218114266559688,30.889205777899363,31.020769173363494,14824148.0
2017-04-07,33.1,33.15,32.92,32.96,13928166.0,0.0,1.0,31.10534564187615,31.15233256882762,30.936192704850843,30.97378224641202,13928166.0
2017-04-06,33.0,33.28,32.89,33.08,15316812.0,0.0,1.0,31.0113717879732,31.274498578901458,30.908000548679954,31.086550871095557,15316812.0
2017-04-05,33.49,33.53,32.97,33.0,17572539.0,0.0,1.0,31.471843672097652,31.50943321365883,30.983179631802315,31.0113717879732,17572539.0
2017-04-04,33.25,33.42,32.93,33.41,18602627.0,0.29,1.0,31.246306422730573,31.40606197436559,30.945590090241136,31.396664588975288,18602627.0
2017-04-03,33.7,33.94,33.46,33.58,19367794.0,0.0,1.0,31.396664588975295,31.620261013347815,31.17306816460277,31.28486637678903,19367794.0
2017-03-31,33.72,33.88,33.66,33.8,14038491.0,0.0,1.0,31.41529762433967,31.56436190725469,31.359398518246536,31.489829765797175,14038491.0
2017-03-30,33.8,33.9255,33.72,33.74,12801588.0,0.0,1.0,31.489829765797175,31.606752062708644,31.41529762433967,31.43393065970405,12801588.0
2017-03-29,34.0,34.05,33.65,33.74,16504103.0,0.0,1.0,31.676160119440947,31.72274270785189,31.35008200056435,31.43393065970405,16504103.0
2017-03-28,33.9,34.21,33.82,34.02,21179311.0,0.0,1.0,31.582994942619063,31.87180699076691,31.508462801161556,31.69479315480533,21179311.0
2017-03-27,33.82,34.03,33.75,33.99,17740630.0,0.0,1.0,31.508462801161556,31.704109672487515,31.443247177386237,31.66684360175876,17740630.0
2017-03-24,34.07,34.3,33.95,34.08,18125090.0,0.0,1.0,31.741375743216267,31.9556556499066,31.62957753103001,31.750692260898454,18125090.0
2017-03-23,34.08,34.26,33.91,33.96,16709307.0,0.0,1.0,31.750692260898454,31.91838957917785,31.59231146030125,31.638894048712196,16709307.0
2017-03-22,33.78,34.2,33.78,34.1,16646087.0,0.0,1.0,31.4711967304328,31.862490473084723,31.4711967304328,31.769325296262835,16646087.0
2017-03-21,34.45,34.47,33.7801,33.88,21405952.0,0.0,1.0,32.09540341513944,32.11403645050381,31.47128989560962,31.56436190725469,21405952.0
2017-03-20,34.2,34.385,34.2,34.28,14974096.0,0.0,1.0,31.862490473084723,32.0348460502052,31.862490473084723,31.93702261454223,14974096.0
2017-03-17,34.35,34.38,34.19,34.23,26787248.0,0.0,1.0,32.002238238317545,32.03018779136411,31.85317395540253,31.89044002613128,26787248.0
2017-03-16,34.25,34.48,34.1,34.23,14521636.0,0.0,1.0,31.90907306149566,32.123352968186,31.769325296262835,31.89044002613128,14521636.0
2017-03-15,34.07,34.35,34.05,34.24,14961684.0,0.0,1.0,31.741375743216267,32.002238238317545,31.72274270785189,31.899756543813474,14961684.0
2017-03-14,33.94,34.14,33.84,34.12,14578391.0,0.0,1.0,31.620261013347815,31.80659136699159,31.527095836525934,31.78795833162721,14578391.0
2017-03-13,34.22,34.33,34.0,34.1,16164809.0,0.0,1.0,31.881123508449093,31.983605202953168,31.676160119440947,31.769325296262835,16164809.0
2017-03-10,34.24,34.295,34.08,34.26,19038351.0,0.0,1.0,31.899756543813474,31.95099739106551,31.750692260898454,31.91838957917785,19038351.0
2017-03-09,34.04,34.11,33.87,34.07,17490190.0,0.0,1.0,31.713426190169702,31.778641813945022,31.555045389572495,31.741375743216267,17490190.0
2017-03-08,34.18,34.23,33.93,34.02,18686747.0,0.0,1.0,31.84385743772034,31.89044002613128,31.610944495665628,31.69479315480533,18686747.0
2017-03-07,34.0,34.25,33.99,34.2,21033740.0,0.0,1.0,31.676160119440947,31.90907306149566,31.66684360175876,31.862490473084723,21033740.0
2017-03-06,34.04,34.28,33.96,34.19,17605072.0,0.0,1.0,31.713426190169702,31.93702261454223,31.638894048712196,31.85317395540253,17605072.0
2017-03-03,34.42,34.44,34.23,34.29,14206428.0,0.0,1.0,32.06745386209287,32.08608689745724,31.89044002613128,31.946339132224416,14206428.0
2017-03-02,34.41,34.53,34.21,34.39,16137699.0,0.0,1.0,32.058137344410675,32.16993555659694,31.87180699076691,32.0395043090463,16137699.0
2017-03-01,34.28,34.51,34.18,34.44,22754181.0,0.0,1.0,31.93702261454223,32.15130252123256,31.84385743772034,32.08608689745724,22754181.0
2017-02-28,34.16,34.2869,34.04,34.18,23093057.0,0.0,1.0,31.82522440235596,31.94345101174294,31.713426190169702,31.84385743772034,23093057.0
2017-02-27,34.21,34.32,34.12,34.26,15625416.0,0.0,1.0,31.87180699076691,31.97428868527098,31.78795833162721,31.91838957917785,15625416.0
2017-02-24,33.98,34.32,33.8,34.32,21137311.0,0.0,1.0,31.65752708407657,31.97428868527098,31.489829765797175,31.97428868527098,21137311.0
2017-02-23,34.28,34.28,33.95,34.04,17450074.0,0.0,1.0,31.93702261454223,31.93702261454223,31.62957753103001,31.713426190169702,17450074.0
2017-02-22,34.04,34.1485,33.66,34.09,26632725.0,0.0,1.0,31.713426190169702,31.814510407021448,31.359398518246536,31.760008778580648,26632725.0
2017-02-21,33.69,34.21,33.66,34.13,26992666.0,0.0,1.0,31.387348071293104,31.87180699076691,31.359398518246536,31.797274849309403,26992666.0
2017-02-17,33.52,33.77,33.43,33.74,31841239.0,0.0,1.0,31.228967270695904,31.461880212750614,31.145118611556203,31.43393065970405,31841239.0
2017-02-16,33.26,33.97,33.25,33.6,50143661.0,0.0,1.0,30.986737810958996,31.648210566394383,30.97742129327681,31.30349941215341,50143661.0
2017-02-15,32.35,32.84,32.29,32.82,41169445.0,0.0,1.0,30.138934701879844,30.595444068307085,30.08303559578671,30.576811032942704,41169445.0
2017-02-14,31.9,32.31,31.77,32.31,31463500.0,0.0,1.0,29.719691406181358,30.101668631151092,29.59857667631291,30.101668631151092,31463500.0
2017-02-13,31.67,31.995,31.55,31.97,26518836.0,0.0,1.0,29.505411499491025,29.808198324162152,29.393613287304763,29.784907029956678,26518836.0
2017-02-10,31.48,31.63,31.24,31.51,21557725.0,0.0,1.0,29.328397663529444,29.46814542876227,29.104801239156917,29.356347216576008,21557725.0
2017-02-09,31.35,31.69,31.3,31.5,18706857.0,0.0,1.0,29.207282933660995,29.524044534855403,29.16070034525005,29.34703069889382,18706857.0
2017-02-08,31.46,31.55,31.25,31.27,20434263.0,0.0,1.0,29.309764628165066,29.393613287304763,29.114117756839107,29.132750792203485,20434263.0
2017-02-07,31.38,31.6399,31.33,31.45,18420153.0,0.0,1.0,29.235232486707556,29.47736878126764,29.188649898296614,29.300448110482876,18420153.0
2017-02-06,31.29,31.305,31.12,31.3,16774244.0,0.0,1.0,29.15138382756786,29.165358604091143,28.99300302697066,29.16070034525005,16774244.0
2017-02-03,31.27,31.35,31.12,31.32,21288832.0,0.0,1.0,29.132750792203485,29.207282933660995,28.99300302697066,29.179333380614427,21288832.0
2017-02-02,30.69,31.26,30.525,31.18,27456740.0,0.0,1.0,28.59239276663655,29.123434274521298,28.43867022488044,29.048902133063788,27456740.0
2017-02-01,30.847,30.847,30.42,30.5,19504565.0,0.0,1.0,28.738662094246912,28.738662094246912,28.340846789217462,28.41537893067497,19504565.0
2017-01-31,30.68,30.89,30.58,30.72,16603050.0,0.0,1.0,28.583076248954363,28.778723120280322,28.489911072132475,28.620342319683115,16603050.0
2017-01-30,30.94,30.995,30.63,30.83,15481798.0,0.0,1.0,28.825305708691264,28.8765465559433,28.536493660543417,28.72282401418719,15481798.0
2017-01-27,30.76,30.98,30.63,30.98,18461937.0,0.0,1.0,28.65760839041187,28.86257177942002,28.536493660543417,28.86257177942002,18461937.0
2017-01-26,30.76,30.84,30.56,30.74,20116824.0,0.0,1.0,28.65760839041187,28.732140531869376,28.471278036768098,28.638975355047492,20116824.0
2017-01-25,31.04,31.05,30.65,30.7,25095890.0,0.0,1.0,28.91847088551315,28.92778740319534,28.555126695907795,28.601709284318737,25095890.0
2017-01-24,30.34,30.75,30.29,30.6,24934210.0,0.0,1.0,28.266314647759952,28.648291872729683,28.21973205934901,28.508544107496856,24934210.0
2017-01-23,30.14,30.3,30.085,30.27,17155297.0,0.0,1.0,28.079984294116183,28.2290485770312,28.028743446864144,28.201099023984632,17155297.0
2017-01-20,30.12,30.25,30.0,30.1,22754366.0,0.0,1.0,28.061351258751806,28.182465988620255,27.949553046565544,28.04271822338743,22754366.0
2017-01-19,30.01,30.19,29.915,29.98,16866005.0,0.0,1.0,27.95886956424773,28.126566882527126,27.87036264626694,27.930920011201167,16866005.0
2017-01-18,30.12,30.18,29.95,30.03,15724040.0,0.0,1.0,28.061351258751806,28.117250364844935,27.9029704581546,27.97750259961211,15724040.0
2017-01-17,30.0,30.25,29.84,29.99,21983537.0,0.0,1.0,27.949553046565544,28.182465988620255,27.800488763650527,27.940236528883354,21983537.0
2017-01-13,30.1,30.22,30.01,30.07,17136585.0,0.0,1.0,28.04271822338743,28.15451643557369,27.95886956424773,28.014768670340864,17136585.0
2017-01-12,30.15,30.155,29.8,30.04,18611107.0,0.0,1.0,28.08930081179837,28.093959070639468,27.763222692921772,27.986819117294296,18611107.0
2017-01-11,30.33,30.41,30.03,30.15,22291322.0,0.0,1.0,28.25699813007776,28.33153027153527,27.97750259961211,28.08930081179837,22291322.0
2017-01-10,30.19,30.55,30.1,30.38,21046041.0,0.0,1.0,28.126566882527126,28.46196151908591,28.04271822338743,28.303580718488707,21046041.0
2017-01-09,30.22,30.33,30.08,30.18,17178503.0,0.0,1.0,28.15451643557369,28.25699813007776,28.02408518802305,28.117250364844935,17178503.0
2017-01-06,30.17,30.35,30.03,30.23,15923243.0,0.0,1.0,28.107933847162748,28.275631165442142,27.97750259961211,28.16383295325588,15923243.0
2017-01-05,30.1,30.355,30.07,30.17,18372532.0,0.0,1.0,28.04271822338743,28.280289424283236,28.014768670340864,28.107933847162748,18372532.0
2017-01-04,30.235,30.42,30.02,30.1,22280992.0,0.26,1.0,28.168491212096974,28.340846789217462,27.968186081929918,28.04271822338743,22280992.0
2017-01-03,30.37,30.56,30.21,30.54,22370578.0,0.0,1.0,28.051954955345064,28.227452862540172,27.904167244022865,28.208979398624898,22370578.0
2016-12-30,30.56,30.6,30.13,30.22,20190029.0,0.0,1.0,28.227452862540172,28.264399790370724,27.83027338836176,27.9134039759805,20190029.0
2016-12-29,30.37,30.55,30.33,30.46,10995584.0,0.0,1.0,28.051954955345064,28.218216130582537,28.01500802751451,28.1350855429638,10995584.0
2016-12-28,30.7,30.77,30.35,30.42,12022231.0,0.0,1.0,28.3567671099471,28.421424233650562,28.03348149142979,28.09813861513325,12022231.0
