Date,Open,High,Low,Close,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2000-03-20,80.5,80.63,77.56,78.13,0.0,1.0,36.374151491512,36.432892357275,35.045704219648,35.303260323377,47183600.0
2000-03-17,81.75,82.0,79.5,79.81,0.0,1.0,36.938967508461,37.051930711851,35.922298677953,36.062373050156,66055200.0
2000-03-16,80.69,82.56,76.69,81.94,0.0,1.0,36.460003526088,37.304968287444,34.652592271852,37.024819543037,95532400.0
